"","X1","project","year","fellow","region","match"
"5317",1670,"
              To study the technical infrastructure, management models and educational programs for school children at sites which operate radio and optical astronomy facilities - USA, U.K., Italy, France
",2003,"RYAN, Matthew","USA","yes"
"5318",1670,"
              To study the technical infrastructure, management models and educational programs for school children at sites which operate radio and optical astronomy facilities - USA, U.K., Italy, France
",2003,"RYAN, Matthew","UK","yes"
"5319",1670,"
              To study the technical infrastructure, management models and educational programs for school children at sites which operate radio and optical astronomy facilities - USA, U.K., Italy, France
",2003,"RYAN, Matthew","Italy","yes"
"5320",1670,"
              To study the technical infrastructure, management models and educational programs for school children at sites which operate radio and optical astronomy facilities - USA, U.K., Italy, France
",2003,"RYAN, Matthew","France","yes"
"5321",1671,"
              To study how artists work both individually and collectively with communities/organisations to assist in making communities dynamic and vibrant places - U.K., Sweden, Finland
",2003,"SELKRIG, Mark","UK","yes"
"5322",1671,"
              To study how artists work both individually and collectively with communities/organisations to assist in making communities dynamic and vibrant places - U.K., Sweden, Finland
",2003,"SELKRIG, Mark","Sweden","yes"
"5323",1671,"
              To study how artists work both individually and collectively with communities/organisations to assist in making communities dynamic and vibrant places - U.K., Sweden, Finland
",2003,"SELKRIG, Mark","Finland","yes"
"5324",1672,"
              To study intervention programs for the management of aggression in boys and young men (10 - 25 years) - USA, Canada, Netherlands, U.K., Ireland
",2003,"SHANAHAN, Richard","25 years) - USA","no"
"5325",1672,"
              To study intervention programs for the management of aggression in boys and young men (10 - 25 years) - USA, Canada, Netherlands, U.K., Ireland
",2003,"SHANAHAN, Richard","Canada","yes"
"5326",1672,"
              To study intervention programs for the management of aggression in boys and young men (10 - 25 years) - USA, Canada, Netherlands, U.K., Ireland
",2003,"SHANAHAN, Richard","Netherlands","yes"
"5327",1672,"
              To study intervention programs for the management of aggression in boys and young men (10 - 25 years) - USA, Canada, Netherlands, U.K., Ireland
",2003,"SHANAHAN, Richard","UK","yes"
"5328",1672,"
              To study intervention programs for the management of aggression in boys and young men (10 - 25 years) - USA, Canada, Netherlands, U.K., Ireland
",2003,"SHANAHAN, Richard","Ireland","yes"
"5329",1673,"
              The Stuart and Norma Leslie Churchill Fellowship to investigate ways of improving psychological functioning among dancers in vocational training environments and, more broadly, to study the evolving role of psychology in dance - U.K., France, Canada, USA
",2003,"SHARP, Lucinda","UK","yes"
"5330",1673,"
              The Stuart and Norma Leslie Churchill Fellowship to investigate ways of improving psychological functioning among dancers in vocational training environments and, more broadly, to study the evolving role of psychology in dance - U.K., France, Canada, USA
",2003,"SHARP, Lucinda","France","yes"
"5331",1673,"
              The Stuart and Norma Leslie Churchill Fellowship to investigate ways of improving psychological functioning among dancers in vocational training environments and, more broadly, to study the evolving role of psychology in dance - U.K., France, Canada, USA
",2003,"SHARP, Lucinda","Canada","yes"
"5332",1673,"
              The Stuart and Norma Leslie Churchill Fellowship to investigate ways of improving psychological functioning among dancers in vocational training environments and, more broadly, to study the evolving role of psychology in dance - U.K., France, Canada, USA
",2003,"SHARP, Lucinda","USA","yes"
"5333",1674,"
              To study telephone legal advice services for low income and disadvantaged people - USA, U.K.
",2003,"SHEARER, Elizabeth","USA","yes"
"5334",1674,"
              To study telephone legal advice services for low income and disadvantaged people - USA, U.K.
",2003,"SHEARER, Elizabeth","UK","yes"
"5335",1675,"
              To study growing practices, mechanical harvesting, bulk pickling processes, bulk storage and packaging of Jalapeno Chillies - USA
",2003,"SHELDRICK, Joanne","USA","yes"
"5336",1676,"
              The Dame Roma Mitchell Churchill Fellowship to further my career as a performer of contemporary opera by attending the annual New-Op Meeting - Netherlands, Italy, U.K.
",2003,"SHEPHERD, Dimity","Netherlands","yes"
"5337",1676,"
              The Dame Roma Mitchell Churchill Fellowship to further my career as a performer of contemporary opera by attending the annual New-Op Meeting - Netherlands, Italy, U.K.
",2003,"SHEPHERD, Dimity","Italy","yes"
"5338",1676,"
              The Dame Roma Mitchell Churchill Fellowship to further my career as a performer of contemporary opera by attending the annual New-Op Meeting - Netherlands, Italy, U.K.
",2003,"SHEPHERD, Dimity","UK","yes"
"5339",1677,"
              To visit national and state fisheries agencies and indigenous organisations concerned with managing fisheries resources in traditional and indigenous areas - Canada, USA
",2003,"SHEPPARD, Rebecca","Canada","yes"
"5340",1677,"
              To visit national and state fisheries agencies and indigenous organisations concerned with managing fisheries resources in traditional and indigenous areas - Canada, USA
",2003,"SHEPPARD, Rebecca","USA","yes"
"5341",1678,"
              To investigate the choreographic and performance processes undertaken by leading international dance theatre practitioners, particularly the unique work practice of French artist Maguy Marin - France, USA
",2003,"SIETSMA-SMITH AM, Margaret","France","yes"
"5342",1678,"
              To investigate the choreographic and performance processes undertaken by leading international dance theatre practitioners, particularly the unique work practice of French artist Maguy Marin - France, USA
",2003,"SIETSMA-SMITH AM, Margaret","USA","yes"
"5343",1679,"
              To study the operation of specialised Domestic Violence Courts, especially with respect to Court ordered behaviour change programs - USA
",2003,"SMITH, Paul","USA","yes"
"5344",1680,"
              The Peter Mitchell Churchill Fellowship to investigate the planning, design and implementation of ""Universal Housing"" and its effect on promoting accessible and sustainable communities - Japan, U.K., USA, Canada, Norway
",2003,"STARR, Amelia","Japan","yes"
"5345",1680,"
              The Peter Mitchell Churchill Fellowship to investigate the planning, design and implementation of ""Universal Housing"" and its effect on promoting accessible and sustainable communities - Japan, U.K., USA, Canada, Norway
",2003,"STARR, Amelia","UK","yes"
"5346",1680,"
              The Peter Mitchell Churchill Fellowship to investigate the planning, design and implementation of ""Universal Housing"" and its effect on promoting accessible and sustainable communities - Japan, U.K., USA, Canada, Norway
",2003,"STARR, Amelia","USA","yes"
"5347",1680,"
              The Peter Mitchell Churchill Fellowship to investigate the planning, design and implementation of ""Universal Housing"" and its effect on promoting accessible and sustainable communities - Japan, U.K., USA, Canada, Norway
",2003,"STARR, Amelia","Canada","yes"
"5348",1680,"
              The Peter Mitchell Churchill Fellowship to investigate the planning, design and implementation of ""Universal Housing"" and its effect on promoting accessible and sustainable communities - Japan, U.K., USA, Canada, Norway
",2003,"STARR, Amelia","Norway","yes"
"5349",1681,"
              The Monash University Churchill Fellowship to assess rural community projects being undertaken by universities, examine the process of project development and how the communities view the input of the universities - USA, Canada
",2003,"STODDART, Sandra","USA","yes"
"5350",1681,"
              The Monash University Churchill Fellowship to assess rural community projects being undertaken by universities, examine the process of project development and how the communities view the input of the universities - USA, Canada
",2003,"STODDART, Sandra","Canada","yes"
"5351",1682,"
              To examine the procedures used by the Injured Workers Industry to detect fraud and implement return to work methodologies - USA, Canada, Germany, Thailand
",2003,"STOKER, Mark","USA","yes"
"5352",1682,"
              To examine the procedures used by the Injured Workers Industry to detect fraud and implement return to work methodologies - USA, Canada, Germany, Thailand
",2003,"STOKER, Mark","Canada","yes"
"5353",1682,"
              To examine the procedures used by the Injured Workers Industry to detect fraud and implement return to work methodologies - USA, Canada, Germany, Thailand
",2003,"STOKER, Mark","Germany","yes"
"5354",1682,"
              To examine the procedures used by the Injured Workers Industry to detect fraud and implement return to work methodologies - USA, Canada, Germany, Thailand
",2003,"STOKER, Mark","Thailand","yes"
"5355",1683,"
              The Mr and Mrs Gerald Frank New Churchill Fellowship to study classical, jazz repertoire and pedagogical methodology to ascertain ways in which the two styles of music could be combined in education and performance based activities - USA
",2003,"STYLES, Matthew","USA","yes"
"5356",1684,"
              To examine how media coverage of negative incidents impacts on public confidence in an organisation, with particular reference to police corruption - New Zealand, USA, Canada, U.K.
",2003,"SULLIVAN, Elise","New Zealand","yes"
"5357",1684,"
              To examine how media coverage of negative incidents impacts on public confidence in an organisation, with particular reference to police corruption - New Zealand, USA, Canada, U.K.
",2003,"SULLIVAN, Elise","USA","yes"
"5358",1684,"
              To examine how media coverage of negative incidents impacts on public confidence in an organisation, with particular reference to police corruption - New Zealand, USA, Canada, U.K.
",2003,"SULLIVAN, Elise","Canada","yes"
"5359",1684,"
              To examine how media coverage of negative incidents impacts on public confidence in an organisation, with particular reference to police corruption - New Zealand, USA, Canada, U.K.
",2003,"SULLIVAN, Elise","UK","yes"
"5360",1685,"
              To visit children's museums to see how children's picture book illustrations could be displayed and marketed in a way that invites children to interact with them in order to extend their learning experience - USA, France, Germany, U.K.
",2003,"SUTHERLAND, Irene","USA","yes"
"5361",1685,"
              To visit children's museums to see how children's picture book illustrations could be displayed and marketed in a way that invites children to interact with them in order to extend their learning experience - USA, France, Germany, U.K.
",2003,"SUTHERLAND, Irene","France","yes"
"5362",1685,"
              To visit children's museums to see how children's picture book illustrations could be displayed and marketed in a way that invites children to interact with them in order to extend their learning experience - USA, France, Germany, U.K.
",2003,"SUTHERLAND, Irene","Germany","yes"
"5363",1685,"
              To visit children's museums to see how children's picture book illustrations could be displayed and marketed in a way that invites children to interact with them in order to extend their learning experience - USA, France, Germany, U.K.
",2003,"SUTHERLAND, Irene","UK","yes"
"5364",1686,"
              To investigate new developments in desalination and wastewater recovery membrane treatment techniques, particularly focusing on minimising energy consumption, energy recovery systems and chemical use and process waste reduction - USA, Canada, United Arab 
",2003,"TARR, Richard","USA","yes"
"5365",1686,"
              To investigate new developments in desalination and wastewater recovery membrane treatment techniques, particularly focusing on minimising energy consumption, energy recovery systems and chemical use and process waste reduction - USA, Canada, United Arab 
",2003,"TARR, Richard","Canada","yes"
"5366",1686,"
              To investigate new developments in desalination and wastewater recovery membrane treatment techniques, particularly focusing on minimising energy consumption, energy recovery systems and chemical use and process waste reduction - USA, Canada, United Arab 
",2003,"TARR, Richard","United Arab","no"
"5367",1687,"
              To study skills programs, advances and innovations in outdoor education courses at High Ropes Schools and other institutions aimed at the education of the ""self"" through adventure oriented experiences, particularly those which deal with ""at risk"" youth - 
",2003,"TAYLOR, David","","no"
"5368",1688,"
              The Lord Mayor's Bushfire Appeal Churchill Fellowship to study the methods used by fire incident management teams to inform and involve local communities directly affected by wildfire or wildfire control operations - USA
",2003,"TEDDER, Gregory","USA","yes"
"5369",1690,"
              To develop regional capacity through community-based enterprise with emphasis on shared workshops and business incubator enterprises - Spain, USA, U.K.
",2003,"THORN, Stuart","Spain","yes"
"5370",1690,"
              To develop regional capacity through community-based enterprise with emphasis on shared workshops and business incubator enterprises - Spain, USA, U.K.
",2003,"THORN, Stuart","USA","yes"
"5371",1690,"
              To develop regional capacity through community-based enterprise with emphasis on shared workshops and business incubator enterprises - Spain, USA, U.K.
",2003,"THORN, Stuart","UK","yes"
"5372",1691,"
              The James Love Churchill Fellowship to study jewellery design for application to uniquely Australian gems and materials such as opals, argyle diamonds, Broome pearls and sapphires in settings incorporating emu leather, crocodile and barramundi skin - USA,
",2003,"TULLY, Bruce","USA","yes"
"5373",1691,"
              The James Love Churchill Fellowship to study jewellery design for application to uniquely Australian gems and materials such as opals, argyle diamonds, Broome pearls and sapphires in settings incorporating emu leather, crocodile and barramundi skin - USA,
",2003,"TULLY, Bruce","","no"
"5374",1692,"
              To investigate environmental education programs in schools and communities, particularly maintenance, funding arrangements and motivation for these programs - Canada, USA
",2003,"WHITE, Peta","Canada","yes"
"5375",1692,"
              To investigate environmental education programs in schools and communities, particularly maintenance, funding arrangements and motivation for these programs - Canada, USA
",2003,"WHITE, Peta","USA","yes"
"5376",1693,"
              To study exhibitions designed for a youth audience and assess the use of web delivery to engage youth for delivery of related programs - U.K., Canada
",2003,"WILLIAMSON, Lynette","UK","yes"
"5377",1693,"
              To study exhibitions designed for a youth audience and assess the use of web delivery to engage youth for delivery of related programs - U.K., Canada
",2003,"WILLIAMSON, Lynette","Canada","yes"
"5378",1694,"
              The Lamington National Park Churchill Fellowship to study access facility design within National Parks to include disabled people in natural environment recreation in addition to assessing volunteer management programs - New Zealand, USA
",2003,"WILLMOTT, Glenn","New Zealand","yes"
"5379",1694,"
              The Lamington National Park Churchill Fellowship to study access facility design within National Parks to include disabled people in natural environment recreation in addition to assessing volunteer management programs - New Zealand, USA
",2003,"WILLMOTT, Glenn","USA","yes"
"5380",1695,"
              To assess support services available to doctors and their families who, through illness or misadventure, are in crisis - U.K., Ireland, Italy, France
",2003,"WINES, Andrew","UK","yes"
"5381",1695,"
              To assess support services available to doctors and their families who, through illness or misadventure, are in crisis - U.K., Ireland, Italy, France
",2003,"WINES, Andrew","Ireland","yes"
"5382",1695,"
              To assess support services available to doctors and their families who, through illness or misadventure, are in crisis - U.K., Ireland, Italy, France
",2003,"WINES, Andrew","Italy","yes"
"5383",1695,"
              To assess support services available to doctors and their families who, through illness or misadventure, are in crisis - U.K., Ireland, Italy, France
",2003,"WINES, Andrew","France","yes"
"5384",1696,"
              The Bob and June Prickett Churchill Fellowship to study paediatric health care delivery in areas of social disadvantage with emphasis on multigenerational learning disabilities, behavioural disorders and welfare dependence - U.K., USA
",2003,"WITHERS, Stephen","UK","yes"
"5385",1696,"
              The Bob and June Prickett Churchill Fellowship to study paediatric health care delivery in areas of social disadvantage with emphasis on multigenerational learning disabilities, behavioural disorders and welfare dependence - U.K., USA
",2003,"WITHERS, Stephen","USA","yes"
"5386",1697,"
              To investigate improved methods of DNA profiling for use in forensic casework and Disaster Victim Identification (DVI) - USA, U.K.
",2003,"WRIGHT, Kirsty","USA","yes"
"5387",1697,"
              To investigate improved methods of DNA profiling for use in forensic casework and Disaster Victim Identification (DVI) - USA, U.K.
",2003,"WRIGHT, Kirsty","UK","yes"
"5388",1698,"
              To study processes and outcome aspects of land use agreements noting strategies resolving competing land use needs for development, land management and cultural heritage for and with indigenous peoples - USA, Canada, South Africa
",2003,"WYATT, Brian","USA","yes"
"5389",1698,"
              To study processes and outcome aspects of land use agreements noting strategies resolving competing land use needs for development, land management and cultural heritage for and with indigenous peoples - USA, Canada, South Africa
",2003,"WYATT, Brian","Canada","yes"
"5390",1698,"
              To study processes and outcome aspects of land use agreements noting strategies resolving competing land use needs for development, land management and cultural heritage for and with indigenous peoples - USA, Canada, South Africa
",2003,"WYATT, Brian","South Africa","yes"
"5391",1699,"
              The Ronald Badman Family Churchill Fellowship to study methods of integrating lucerne and other deep-rooted perennials into a continuous cropping dry-land farming system without stock - Canada, USA
",2003,"YOUNG, John","Canada","yes"
"5392",1699,"
              The Ronald Badman Family Churchill Fellowship to study methods of integrating lucerne and other deep-rooted perennials into a continuous cropping dry-land farming system without stock - Canada, USA
",2003,"YOUNG, John","USA","yes"
"5393",1700,"
              To establish a health curriculum in music schools as well as further develop clinical skills in assessing and treating musicians by investigating practices used by performing arts health clinics - Germany, USA, Canada, U.K., Finland
",2002,"ACKERMANN, Bronwen","Germany","yes"
"5394",1700,"
              To establish a health curriculum in music schools as well as further develop clinical skills in assessing and treating musicians by investigating practices used by performing arts health clinics - Germany, USA, Canada, U.K., Finland
",2002,"ACKERMANN, Bronwen","USA","yes"
"5395",1700,"
              To establish a health curriculum in music schools as well as further develop clinical skills in assessing and treating musicians by investigating practices used by performing arts health clinics - Germany, USA, Canada, U.K., Finland
",2002,"ACKERMANN, Bronwen","Canada","yes"
"5396",1700,"
              To establish a health curriculum in music schools as well as further develop clinical skills in assessing and treating musicians by investigating practices used by performing arts health clinics - Germany, USA, Canada, U.K., Finland
",2002,"ACKERMANN, Bronwen","UK","yes"
"5397",1700,"
              To establish a health curriculum in music schools as well as further develop clinical skills in assessing and treating musicians by investigating practices used by performing arts health clinics - Germany, USA, Canada, U.K., Finland
",2002,"ACKERMANN, Bronwen","Finland","yes"
"5398",1701,"
              To undertake an intensive Outward Bound Australia course - Australia
",2002,"ADAMS, Shannon","Australia","yes"
"5399",1703,"
              To study conducting techniques and education methodologies used in choirs - Hungary, USA, U.K.
",2002,"ALLEN, Lyndell","Hungary","yes"
"5400",1703,"
              To study conducting techniques and education methodologies used in choirs - Hungary, USA, U.K.
",2002,"ALLEN, Lyndell","USA","yes"
"5401",1703,"
              To study conducting techniques and education methodologies used in choirs - Hungary, USA, U.K.
",2002,"ALLEN, Lyndell","UK","yes"
"5402",1704,"
              To investigate the management of rural community transport services in communities with less than 50,000 population and outside urban areas, with emphasis on non emergency health and medically related transport - U.K., USA
",2002,"ANDERSON, Margaret","UK","yes"
"5403",1704,"
              To investigate the management of rural community transport services in communities with less than 50,000 population and outside urban areas, with emphasis on non emergency health and medically related transport - U.K., USA
",2002,"ANDERSON, Margaret","USA","yes"
"5404",1705,"
              The Gallaugher Bequest Churchill Fellowship to acquire knowledge and gain experience in the management and latest developments of care, research and education for people living with Type 1 diabetes - USA, Canada, Denmark, U.K.
",2002,"ARMSTRONG, Neroli","USA","yes"
"5405",1705,"
              The Gallaugher Bequest Churchill Fellowship to acquire knowledge and gain experience in the management and latest developments of care, research and education for people living with Type 1 diabetes - USA, Canada, Denmark, U.K.
",2002,"ARMSTRONG, Neroli","Canada","yes"
"5406",1705,"
              The Gallaugher Bequest Churchill Fellowship to acquire knowledge and gain experience in the management and latest developments of care, research and education for people living with Type 1 diabetes - USA, Canada, Denmark, U.K.
",2002,"ARMSTRONG, Neroli","Denmark","yes"
"5407",1705,"
              The Gallaugher Bequest Churchill Fellowship to acquire knowledge and gain experience in the management and latest developments of care, research and education for people living with Type 1 diabetes - USA, Canada, Denmark, U.K.
",2002,"ARMSTRONG, Neroli","UK","yes"
"5408",1706,"
              The Department for Community Development (WA) Churchill Fellowship to investigate ways of overcoming culturally inappropriate aged-care provision and barriers for Aboriginal people - USA
",2002,"BENNELL, Shirley","USA","yes"
"5409",1707,"
              To gain knowledge on how the European Grassland Federation and the American Forage & Grasslands Council operate to establish a similar organisation in Australia - U.K., Switzerland, Netherlands, USA
",2002,"BENNISON, Linda","UK","yes"
"5410",1707,"
              To gain knowledge on how the European Grassland Federation and the American Forage & Grasslands Council operate to establish a similar organisation in Australia - U.K., Switzerland, Netherlands, USA
",2002,"BENNISON, Linda","Switzerland","yes"
"5411",1707,"
              To gain knowledge on how the European Grassland Federation and the American Forage & Grasslands Council operate to establish a similar organisation in Australia - U.K., Switzerland, Netherlands, USA
",2002,"BENNISON, Linda","Netherlands","yes"
"5412",1707,"
              To gain knowledge on how the European Grassland Federation and the American Forage & Grasslands Council operate to establish a similar organisation in Australia - U.K., Switzerland, Netherlands, USA
",2002,"BENNISON, Linda","USA","yes"
"5413",1708,"
              The Bob and June Prickett Churchill Fellowship to evaluate Indigenous health and Indigenous nursing access programmes - New Zealand, USA, Canada
",2002,"BEST, Odette","New Zealand","yes"
"5414",1708,"
              The Bob and June Prickett Churchill Fellowship to evaluate Indigenous health and Indigenous nursing access programmes - New Zealand, USA, Canada
",2002,"BEST, Odette","USA","yes"
"5415",1708,"
              The Bob and June Prickett Churchill Fellowship to evaluate Indigenous health and Indigenous nursing access programmes - New Zealand, USA, Canada
",2002,"BEST, Odette","Canada","yes"
"5416",1709,"
              To investigate policy and practices in overseas churches and their agencies for training clergy with reference to, and dealing with, child sexual abuse - Canada, USA, U.K.
",2002,"BLAKE AM, Garth","Canada","yes"
"5417",1709,"
              To investigate policy and practices in overseas churches and their agencies for training clergy with reference to, and dealing with, child sexual abuse - Canada, USA, U.K.
",2002,"BLAKE AM, Garth","USA","yes"
"5418",1709,"
              To investigate policy and practices in overseas churches and their agencies for training clergy with reference to, and dealing with, child sexual abuse - Canada, USA, U.K.
",2002,"BLAKE AM, Garth","UK","yes"
"5419",1710,"
              To study the latest sustainable technology for growing custard apples and the related cherimoya from the world's biggest three producers of these crops, and access germplasm for use in our Australian custard apple breeding programme - South America, Spain
",2002,"BROADLEY, Roger","South America","no"
"5420",1710,"
              To study the latest sustainable technology for growing custard apples and the related cherimoya from the world's biggest three producers of these crops, and access germplasm for use in our Australian custard apple breeding programme - South America, Spain
",2002,"BROADLEY, Roger","Spain","yes"
"5421",1711,"
              To study parliamentary education and student government as well as innovative strategies to integrate civics and citizenship into the secondary school's curriculum - U.K.
",2002,"BROWNING, James","UK","yes"
"5422",1712,"
              To study customised postural seating techniques utilised to assist the person with a physical disability to achieve optimal function - USA, Canada, U.K.
",2002,"CAMPBELL, Kristen","USA","yes"
"5423",1712,"
              To study customised postural seating techniques utilised to assist the person with a physical disability to achieve optimal function - USA, Canada, U.K.
",2002,"CAMPBELL, Kristen","Canada","yes"
"5424",1712,"
              To study customised postural seating techniques utilised to assist the person with a physical disability to achieve optimal function - USA, Canada, U.K.
",2002,"CAMPBELL, Kristen","UK","yes"
"5425",1714,"
              To study the manufacturing methods and techniques used by both traditional and industrial musical instrument makers of the bouzouki and oud (lute family) - Greece, Turkey, Italy
",2002,"DALAGIORGOS, Peter","Greece","yes"
"5426",1714,"
              To study the manufacturing methods and techniques used by both traditional and industrial musical instrument makers of the bouzouki and oud (lute family) - Greece, Turkey, Italy
",2002,"DALAGIORGOS, Peter","Turkey","yes"
"5427",1714,"
              To study the manufacturing methods and techniques used by both traditional and industrial musical instrument makers of the bouzouki and oud (lute family) - Greece, Turkey, Italy
",2002,"DALAGIORGOS, Peter","Italy","yes"
"5428",1715,"
              To study programmes and activities within glass museums - Japan, U.K., USA
",2002,"DAVIES, Kirsten","Japan","yes"
"5429",1715,"
              To study programmes and activities within glass museums - Japan, U.K., USA
",2002,"DAVIES, Kirsten","UK","yes"
"5430",1715,"
              To study programmes and activities within glass museums - Japan, U.K., USA
",2002,"DAVIES, Kirsten","USA","yes"
"5431",1716,"
              To identify and describe the market for indigenous arts products and develop trade linkages between arts agents, retailers and indigenous artists - Germany, Netherlands, U.K., USA
",2002,"DAVIES, Jane","Germany","yes"
"5432",1716,"
              To identify and describe the market for indigenous arts products and develop trade linkages between arts agents, retailers and indigenous artists - Germany, Netherlands, U.K., USA
",2002,"DAVIES, Jane","Netherlands","yes"
"5433",1716,"
              To identify and describe the market for indigenous arts products and develop trade linkages between arts agents, retailers and indigenous artists - Germany, Netherlands, U.K., USA
",2002,"DAVIES, Jane","UK","yes"
"5434",1716,"
              To identify and describe the market for indigenous arts products and develop trade linkages between arts agents, retailers and indigenous artists - Germany, Netherlands, U.K., USA
",2002,"DAVIES, Jane","USA","yes"
"5435",1717,"
              To investigate integrated response models aimed at increasing the reporting of and successful prosecution of sexual assault - USA, Canada, U.K.
",2002,"DAVIS, Theresa","USA","yes"
"5436",1717,"
              To investigate integrated response models aimed at increasing the reporting of and successful prosecution of sexual assault - USA, Canada, U.K.
",2002,"DAVIS, Theresa","Canada","yes"
"5437",1717,"
              To investigate integrated response models aimed at increasing the reporting of and successful prosecution of sexual assault - USA, Canada, U.K.
",2002,"DAVIS, Theresa","UK","yes"
"5438",1718,"
              To explore the ways in which women's non government organisations improve the status and living conditions of Muslim women using a human rights based perspective - Canada, USA, Egypt, Lebanon, Pakistan
",2002,"EL MATRAH, Joumanah","Canada","yes"
"5439",1718,"
              To explore the ways in which women's non government organisations improve the status and living conditions of Muslim women using a human rights based perspective - Canada, USA, Egypt, Lebanon, Pakistan
",2002,"EL MATRAH, Joumanah","USA","yes"
"5440",1718,"
              To explore the ways in which women's non government organisations improve the status and living conditions of Muslim women using a human rights based perspective - Canada, USA, Egypt, Lebanon, Pakistan
",2002,"EL MATRAH, Joumanah","Egypt","yes"
"5441",1718,"
              To explore the ways in which women's non government organisations improve the status and living conditions of Muslim women using a human rights based perspective - Canada, USA, Egypt, Lebanon, Pakistan
",2002,"EL MATRAH, Joumanah","Lebanon","yes"
"5442",1718,"
              To explore the ways in which women's non government organisations improve the status and living conditions of Muslim women using a human rights based perspective - Canada, USA, Egypt, Lebanon, Pakistan
",2002,"EL MATRAH, Joumanah","Pakistan","yes"
"5443",1719,"
              The Jack Green Churchill Fellowship to investigate calf rearing systems with emphasis on neonatal bovine immunology, calf nutrition, feed conversion and the use of natural medicines to reduce dependence on antibiotics - USA, Canada, Ireland, Denmark, Netherlands
",2002,"FISHER, Jeanette","USA","yes"
"5444",1719,"
              The Jack Green Churchill Fellowship to investigate calf rearing systems with emphasis on neonatal bovine immunology, calf nutrition, feed conversion and the use of natural medicines to reduce dependence on antibiotics - USA, Canada, Ireland, Denmark, Netherlands
",2002,"FISHER, Jeanette","Canada","yes"
"5445",1719,"
              The Jack Green Churchill Fellowship to investigate calf rearing systems with emphasis on neonatal bovine immunology, calf nutrition, feed conversion and the use of natural medicines to reduce dependence on antibiotics - USA, Canada, Ireland, Denmark, Netherlands
",2002,"FISHER, Jeanette","Ireland","yes"
"5446",1719,"
              The Jack Green Churchill Fellowship to investigate calf rearing systems with emphasis on neonatal bovine immunology, calf nutrition, feed conversion and the use of natural medicines to reduce dependence on antibiotics - USA, Canada, Ireland, Denmark, Netherlands
",2002,"FISHER, Jeanette","Denmark","yes"
"5447",1719,"
              The Jack Green Churchill Fellowship to investigate calf rearing systems with emphasis on neonatal bovine immunology, calf nutrition, feed conversion and the use of natural medicines to reduce dependence on antibiotics - USA, Canada, Ireland, Denmark, Netherlands
",2002,"FISHER, Jeanette","Netherlands","yes"
"5448",1720,"
              The Mr and Mrs Gerald Frank New Churchill Fellowship to observe and assist experts in the field of conducting in major opera houses - Germany, Austria, Switzerland
",2002,"FOSKETT, Tobias","Germany","yes"
"5449",1720,"
              The Mr and Mrs Gerald Frank New Churchill Fellowship to observe and assist experts in the field of conducting in major opera houses - Germany, Austria, Switzerland
",2002,"FOSKETT, Tobias","Austria","yes"
"5450",1720,"
              The Mr and Mrs Gerald Frank New Churchill Fellowship to observe and assist experts in the field of conducting in major opera houses - Germany, Austria, Switzerland
",2002,"FOSKETT, Tobias","Switzerland","yes"
"5451",1721,"
              To undertake an examination of how other countries manage and use farm injury information - New Zealand, USA, Canada
",2002,"FRANKLIN, Richard","New Zealand","yes"
"5452",1721,"
              To undertake an examination of how other countries manage and use farm injury information - New Zealand, USA, Canada
",2002,"FRANKLIN, Richard","USA","yes"
"5453",1721,"
              To undertake an examination of how other countries manage and use farm injury information - New Zealand, USA, Canada
",2002,"FRANKLIN, Richard","Canada","yes"
"5454",1722,"
              To visit wooden boat centres to learn about organisational structures, funding sources, operations, education programmes, boat building methods, promotion techniques and tourism aspects - USA, France, Denmark, Norway
",2002,"GAMLIN, Andrew","USA","yes"
"5455",1722,"
              To visit wooden boat centres to learn about organisational structures, funding sources, operations, education programmes, boat building methods, promotion techniques and tourism aspects - USA, France, Denmark, Norway
",2002,"GAMLIN, Andrew","France","yes"
"5456",1722,"
              To visit wooden boat centres to learn about organisational structures, funding sources, operations, education programmes, boat building methods, promotion techniques and tourism aspects - USA, France, Denmark, Norway
",2002,"GAMLIN, Andrew","Denmark","yes"
"5457",1722,"
              To visit wooden boat centres to learn about organisational structures, funding sources, operations, education programmes, boat building methods, promotion techniques and tourism aspects - USA, France, Denmark, Norway
",2002,"GAMLIN, Andrew","Norway","yes"
"5458",1723,"
              The Bob and June Prickett Churchill Fellowship to study and compare different mediums relating to Audio Description and gain an understanding of the impact of relevant disability access policies - USA, Canada, U.K.
",2002,"GIBSON, Lisa","USA","yes"
"5459",1723,"
              The Bob and June Prickett Churchill Fellowship to study and compare different mediums relating to Audio Description and gain an understanding of the impact of relevant disability access policies - USA, Canada, U.K.
",2002,"GIBSON, Lisa","Canada","yes"
"5460",1723,"
              The Bob and June Prickett Churchill Fellowship to study and compare different mediums relating to Audio Description and gain an understanding of the impact of relevant disability access policies - USA, Canada, U.K.
",2002,"GIBSON, Lisa","UK","yes"
"5461",1724,"
              To investigate irrigation land use management strategies - USA, Netherlands
",2002,"GINNIVAN, John","USA","yes"
"5462",1724,"
              To investigate irrigation land use management strategies - USA, Netherlands
",2002,"GINNIVAN, John","Netherlands","yes"
"5463",1725,"
              To further develop my skills and vision by working with narrative artists - USA, U.K.
",2002,"GRAINGER, Morley","USA","yes"
"5464",1725,"
              To further develop my skills and vision by working with narrative artists - USA, U.K.
",2002,"GRAINGER, Morley","UK","yes"
"5465",1726,"
              To study the practical application of prevention programmes targeting juvenile offenders - USA, Canada, U.K.
",2002,"GRANT, Bruce","USA","yes"
